id,name,iso639P3code,latitude,longitude,family_id,country_ids
mekw1241,Mekwei,msf,-2.52264,140.326,nimb1257,ID
mend1267,Mendalam Kayan,xkd,0.98794,113.286,aust1307,ID
ment1249,Mentawai,mwv,-1.41092,98.9401,aust1307,ID
ment1251,Menterap,,-0.293181,110.670512,aust1307,ID
meos1237,Meoswar,mvx,-2.07828,134.378,aust1307,ID
merr1239,Mer,mnu,-3.3828,134.731,mair1253,ID
meya1236,Meyah,mej,-1.18016,133.618,east1459,ID
midg1235,Mid Grand Valley Dani,dnt,-4.06322,138.945,nucl1709,ID
mina1268,Minangkabau,min,-0.896,100.44,aust1307,ID
mlap1238,Mlap,kja,-2.57316,140.264,nimb1257,ID
moda1244,Modang,mxd,0.80793,116.573,aust1307,ID
modo1249,Modole,mqo,1.40199,127.752,nort2923,ID
moii1235,Moi (Indonesia),mxn,-0.96532,131.52,west1493,ID
moks1249,Moksela,vms,-3.098,128.654,unat1236,ID
molo1262,Molof,msl,-3.41946,140.557,,ID
moma1242,Moma,myl,-1.4313,120.009,aust1307,ID
momi1242,Momina,mmb,-4.812,139.821,book1242,ID
momu1241,Momuna,mqf,-5.04431,139.26,,ID
mong1342,Mongondow,mog,0.64616,124.114,aust1307,ID
moni1261,Moni,mnz,-3.72962,136.886,nucl1709,ID
mora1239,Moraid,msg,-1.04083,131.965,west1493,ID
morb1239,Mor (Bomberai Peninsula),moq,-2.85747,132.845,,ID
mori1268,Mori Bawah,xmz,-2.56016,121.37,aust1307,ID
mori1269,Mori Atas,mzq,-2.2555,121.035,aust1307,ID
morm1235,Mor (Mor Islands),mhz,-2.87055,135.95,aust1307,ID
moro1287,Moronene,mqn,-4.62361,121.824,aust1307,ID
moro1289,Marori,mok,-8.5692,140.688,,ID
mosk1236,Moskona,mtj,-1.62201,133.145,east1459,ID
mpur1239,Mpur,akc,-0.7489,133.166,,ID
mual1241,Mualang,mtd,0.31083,111.077,aust1307,ID
muna1247,Muna,mnb,-5.40419,122.541,aust1307,ID
mung1269,Munggui,mth,-1.66773,135.918,aust1307,ID
murk1238,Murkim,rmh,-4.07548,140.913,lepk1239,ID
musi1241,Musi,mui,-2.93987,103.945,aust1307,ID
nafr1241,Nafri,nxx,-2.65036,140.727,sent1261,ID
nage1237,Nage,nxe,-8.70513,121.31,aust1307,ID
naka1263,Naka'ela,nae,-2.85543,128.516,aust1307,ID
naka1265,Nakai,nkj,-5.19377,140.512,nucl1709,ID
nalc1240,Nalca,nlc,-4.26068,139.883,nucl1709,ID
naml1240,Namla,naa,-3.58,140.66,naml1239,ID
namu1249,Namut-Nginamanu,,-8.578948,120.975435,aust1307,ID
napu1241,Napu,npy,-1.43707,120.338,aust1307,ID
nara1265,Narau,nxu,-3.43594,139.876,book1242,ID
nasa1239,Nasal,nsy,-4.8652,103.5719,aust1307,ID
ndom1245,Ndom,nqm,-7.93553,138.019,kolo1268,ID
ndug1245,Nduga,ndx,-4.34043,138.411,nucl1709,ID
nede1245,Nedebang,nec,-8.28776,124.192,timo1261,ID
ngad1261,Ngad'a,nxg,-8.79508,120.976,aust1307,ID
ngaj1237,Ngaju,nij,-1.58463,112.794,aust1307,ID
ngal1298,Ngalum,szb,-4.67682,141.03,nucl1709,ID PG
ngga1239,Garo (Sumba),,-9.71011,119.25403,aust1307,ID
ngge1241,Nggem,nbq,-3.62735,139.011,nucl1709,ID
ngka1235,Ngkontar Ngkolmpu,kcd,-8.87044,140.818,more1255,ID PG
nias1242,Nias,nia,0.90691,97.4961,aust1307,ID
nila1244,Nila,nil,-6.734956,129.512131,aust1307,ID TL
ning1274,Ninggerum,nxr,-5.43194,141.158,nucl1709,ID PG
nini1235,Ninia Yali,nlk,-4.4737,139.39,nucl1709,ID
nips1240,Nipsan,nps,-4.14421,139.753,nucl1709,ID
nisa1239,Nisa-Anasi,njs,-1.95386,137.6,geel1240,ID
nort2828,North Moluccan Malay,max,-0.86437,128.323,aust1307,ID
nort2860,North Babar,bcd,-7.84311,129.743,aust1307,ID
nort2864,Wemale,weo,-3.05143,128.839,aust1307,ID
nort2867,North Nuaulu,nni,-2.93154,129.277,aust1307,ID
nort2916,North Muyu,kti,-5.55319,140.84,nucl1709,ID
nort2917,Momogo-Pupis-Irogo,nks,-4.89854,138.405,nucl1709,ID
nort2918,North Awyu,yir,-5.93647,140.068,nucl1709,ID
nucl1452,Mombum,mso,-8.27141,138.773,momb1255,ID
nucl1454,Yawa,yva,-1.77196,136.263,yawa1259,ID
nucl1460,Madurese,mad,-7.0,113.0,aust1307,ID
nucl1594,Mairasi,zrs,-3.4511,134.071,mair1253,ID
nucl1595,Kwerba,kwe,-2.2137,138.486,kwer1242,ID
nucl1622,Marind,mrz,-8.15651,140.009,anim1240,ID PG
nucl1632,Sentani,set,-2.6013,140.512,sent1261,ID
nucl1633,Nimboran,nir,-2.5803,140.179,nimb1257,ID
nucl1634,Skou,skv,-2.64378,140.902,skoo1245,ID
nusa1245,Nusa Laut,nul,-3.67727,128.776,aust1307,ID
obok1239,Obokuitai,afz,-2.88029,137.924,lake1255,ID
oira1263,Oirata,oia,-8.09044,127.201,timo1261,ID
okol1241,Okolod,kqv,4.53989,115.753,aust1307,ID MY
oldm1243,Old Malay,,-0.648259,103.353479,aust1307,ID
onin1237,Onin Pidgin,onx,-2.83,132.083,pidg1258,ID
onin1245,Onin,oni,-2.75976,132.062,aust1307,ID
ormu1248,Ormu,orz,-2.51361,140.6015,aust1307,ID
orya1242,Orya,ury,-2.76483,139.89,toro1256,ID
osin1237,Osing,osi,-8.25262,114.292,aust1307,ID
otda1235,Ot Danum,otd,-0.3955,113.469,aust1307,ID
pado1242,Padoe,pdo,-2.60642,121.236,aust1307,ID
pagu1249,Pagu,pgu,1.2134,127.78,nort2923,ID
paku1239,Paku,pku,-1.9063,115.087,aust1307,ID
palu1237,Palumata,pmc,-3.024,128.762,unat1236,ID
palu1252,Palu'e,ple,-8.32877,121.718,aust1307,ID
pamo1252,Pamona,pmf,-1.62663,121.268,aust1307,ID
pana1303,Panasuan,psn,-2.24049,119.65,aust1307,ID
panc1247,Pancana,pnp,-5.29587,122.968,aust1307,ID
pann1239,Pannei,pnc,-3.21973,119.191,aust1307,ID
papa1269,Papasena,pas,-2.87535,138.605,lake1255,ID
papu1250,Papuan Malay,pmy,-2.53482,139.651,aust1307,ID
papu1251,Papuma,ppm,-1.77301,135.907,aust1307,ID
pass1247,Pass Valley Yali,yac,-3.76869,139.26,nucl1709,ID
pata1260,Patani,ptn,0.34096,128.634,aust1307,ID
paul1238,Paulohi,plh,-3.25404,128.779,aust1307,ID
pauw1243,Pauwi,,-1.65,137.8,aust1307,ID
peka1242,Pekal,pel,-3.02248,101.691,aust1307,ID
pend1242,Pendau,ums,-0.11396,119.862,aust1307,ID
pera1256,Peranakan Indonesian,pea,-7.982,112.619,aust1307,ID
pera1257,Perai,wet,-7.62349,126.576,aust1307,ID
petj1238,Petjo,pey,-6.16593,106.8,indo1319,ID
pidg1257,Pidgin Tukang Besi,,-5.30464,123.54364,pidg1258,ID
piru1241,Piru,ppr,-3.05368,128.197,book1242,ID
pode1237,Podena,pdn,-2.20572,139.456,aust1307,ID
pomm1237,Pom,pmo,-1.64224,135.619,aust1307,ID
pono1240,Ponosakan,pns,0.91716,124.712,aust1307,ID
pose1234,Pose,,5.0615,97.45463,uncl1493,ID
puka1244,Pukaunu,,-8.405661,122.690759,aust1307,ID
puna1266,Punan Tubu,puj,2.86972,116.26,aust1307,ID
puna1267,Punan Aput,pud,1.38035,116.089,aust1307,ID
puna1268,Punan Merah,puf,0.50763,115.588,aust1307,ID
puna1274,Punan Merap,puc,3.10143,116.251,book1242,ID
pura1253,Puragi,pru,-2.05779,132.304,sout3418,ID
puto1237,Putoh,put,3.42467,116.443,book1242,ID
pyuu1245,Pyu,pby,-4.45003,141.018,,ID PG
raha1237,Rahambuu,raz,-3.24627,121.059,aust1307,ID
rajo1237,Rajong,rjg,-8.658096,120.874418,aust1307,ID
ramp1243,Rampi,lje,-2.1399,120.356,aust1307,ID
rara1235,Rara Bakati',lra,1.27026,109.539,aust1307,ID MY
rasa1243,Rasawa,rac,-2.37609,136.352,lake1255,ID
rata1244,Ratahan,rth,1.07592,124.858,aust1307,ID
reja1240,Rejang,rej,-3.33056,102.434,aust1307,ID
remb1250,Rembong-Wangka,reb,-8.53361,120.973,aust1307,ID
rett1240,Reta,ret,-8.22481,124.36,timo1261,ID
rian1263,Riantana,ran,-7.50746,138.484,kolo1268,ID
ribu1241,Ribun,rir,0.32189,110.207,aust1307,ID
ring1244,Ringgou,rgu,-10.5515,123.311,aust1307,ID
riun1237,Riung,riu,-8.60342,121.122,aust1307,ID
roma1332,Roma,rmm,-7.58643,127.428,aust1307,ID
rong1269,Rongga,ror,-8.84604,120.702,aust1307,ID
roon1237,Roon,rnn,-2.43005,134.556,aust1307,ID
saba1265,Sa'ban,snv,3.58723,115.664,aust1307,ID MY
sabu1255,Hawu,hvn,-10.5522,121.847,aust1307,ID
sahu1245,Sahu,saj,1.00742,127.493,nort2923,ID
saja1241,Sajau-Latti,sjb,2.43432,117.401,aust1307,ID
sala1269,Salas,sgu,-3.14654,130.53,aust1307,ID
sale1244,Saleman,sau,-2.82548,129.427,aust1307,ID
salu1253,Saluan,loe,-0.873,122.746,aust1307,ID
sama1240,Samarokena,tmj,-1.84878,138.34,kwer1242,ID
sang1334,Sangar,,-8.376,118.29287,aust1307,ID
sang1336,Sangir,sxn,3.50554,125.56523,aust1307,ID PH
sang1339,Sanggau,scg,-0.13152,110.404,aust1307,ID
sapa1251,Saparua,spr,-3.58314,128.639,aust1307,ID
sapo1254,Saponi,spi,-2.385,136.497,lake1255,ID
sara1329,Sara Bakati',sre,1.20403,109.6155,aust1307,ID
sarr1247,Sar (Indonesia),,-8.33,124.42,timo1261,ID
saru1242,Sarudu,sdu,-1.7094,119.349,aust1307,ID
sasa1249,Sasak,sas,-8.58349,116.284,aust1307,ID
saur1251,Sauri,srt,-2.33349,136.79,geel1240,ID
saus1247,Sause,sao,-3.16632,139.627,,ID
sawa1247,Sawai,szw,0.51111,128.086,aust1307,ID
sawe1240,Saweru,swr,-1.91473,136.296,yawa1259,ID
sawi1256,Sawila,swt,-8.29105,125.078,timo1261,ID
sawi1257,Sawi,saw,-5.99286,138.643,nucl1709,ID
sebe1242,Seberuang,sbx,-0.02463,111.212,aust1307,ID
sedo1237,Sedoa,tvw,-1.37295,120.378,aust1307,ID
sega1243,Segai,sge,1.97695,116.954,aust1307,ID
sege1235,Seget,sbg,-1.36931,131.218,west1493,ID
seit1239,Seit-Kaitetu,hik,-3.6111,128.068,aust1307,ID
seka1247,Sekar,skz,-2.65849,132.469,aust1307,ID
seko1242,Seko Tengah,sko,-2.22069,119.823,aust1307,ID
seko1243,Seko Padang,skx,-2.14311,119.959,aust1307,ID
sela1259,Selaru,slu,-8.18376,130.961,aust1307,ID
sela1260,Selayar,sly,-6.10145,120.496,aust1307,ID
selu1242,Seluwasan,sws,-7.59918,131.25,aust1307,ID
selu1243,Selungai Murut,slg,4.34788,116.45,aust1307,ID MY
sema1269,Onya Darat,sdm,-0.75188,110.527,aust1307,ID
semb1240,Sembakung Murut,sbr,4.22102,116.799,aust1307,ID MY
semi1264,Semimi,etz,-3.71553,134.454,mair1253,ID
semp1241,Sempan,xse,-5.17582,137.588,nucl1709,ID
seng1285,Senggi,snu,-3.41983,140.77,bord1247,ID
sepa1242,Sepa (Indonesia),spb,-3.36682,129.243,aust1307,ID
seri1255,Serili,sve,-8.11241,129.901,aust1307,ID
seru1244,Serui-Laut,seu,-1.87766,136.252,aust1307,ID
seru1245,Serua,srw,-6.31107,130.017294,aust1307,ID
seru1246,Serudung Murut,srk,4.39954,117.279,aust1307,ID MY
sian1254,Siang,sya,-0.38398,114.693,aust1307,ID
sika1262,Sika,ski,-8.67302,122.38,aust1307,ID
sika1263,Sikaritai,tty,-2.80285,138.287,lake1255,ID
siku1242,Sikule,skh,2.69113,95.9636,aust1307,ID
sili1249,Silimo,wul,-4.52544,139.003,nucl1709,ID
sime1241,Simeulue,smr,2.50288,96.2757,aust1307,ID
smar1235,Smärky Kanum,kxq,-8.91812,140.897,more1255,ID PG
sobe1238,Sobei,sob,-1.86998,138.75,aust1307,ID
sota1242,Sota Kanum,krz,-8.40452,140.969,more1255,ID PG
sout2883,Southeast Babar,vbb,-7.94359,129.8,aust1307,ID
sout2892,South Wemale,tlw,-3.29102,128.547,book1242,ID
sout2895,South Nuaulu,nxl,-3.23411,129.148,aust1307,ID
sout2896,Eastern Atadei,lmf,-8.49783,123.531,aust1307,ID
sout2918,Southern Sama,ssb,4.755836,119.483887,aust1307,ID MY PH
sout2940,South Muyu,kts,-6.01385,140.815,nucl1709,ID PG
sout2941,South Awyu,aws,-7.36301,139.538,nucl1709,ID
sout3241,Southern Tidung,itd,4.0,117.75,aust1307,ID
sout3425,South Kamrau,,-3.62525,133.44698,nucl1709,ID
sowa1245,Sowanda,sow,-3.28373,140.92,bord1247,ID PG
suab1238,Suabo,szp,-2.07971,132.157,sout3418,ID
suga1249,Suganga,sug,-4.5071,141.2,nucl1709,ID PG
sula1248,Sula,szn,-2.30765,125.9656,aust1307,ID
sumb1241,Sumbawa,smw,-8.71919,117.472,aust1307,ID
sund1252,Sundanese,sun,-6.89708,107.106,aust1307,ID
suwa1241,Suwawa,swu,0.4907,123.362,aust1307,ID
taba1263,Tabaru,tby,1.46563,127.633,nort2923,ID
tabl1243,Tabla,tnm,-2.45368,140.396,sent1261,ID
taee1237,Tae',rob,-2.58205,120.139,aust1307,ID
taga1273,Tagal Murut,mvv,4.42907,116.177,aust1307,ID MY
taik1255,Taikat,aos,-2.9408,140.7495,bord1247,ID
taje1237,Taje,pee,-0.72583,120.078,aust1307,ID
taji1246,Tajio,tdj,-0.31553,120.01,aust1307,ID
tala1285,Talaud,tld,4.11846,126.795,aust1307,ID
tali1262,Taliabu,tlv,-1.79516,124.869,aust1307,ID
talo1251,Talondo',tln,-2.4525,119.35,aust1307,ID
talo1252,Taloki,tlk,-4.6478,122.872,aust1307,ID
tama1335,Taman (Indonesia),tmn,1.00003,112.975,aust1307,ID
tama1336,Tamagario,tcg,-6.64493,138.892,kaya1327,ID
tamb1257,Tambora,xxt,-8.25,118.0,,ID
tamn1235,Tamnim Citak,tml,-5.57962,139.233,nucl1709,ID
tana1288,Tanahmerah,tcm,-2.5523,133.18,,ID
tand1253,Tandia,tni,-2.84228,134.532,aust1307,ID
tang1353,Tangko,tkx,-5.13343,140.269,nucl1709,ID
tarp1240,Tarpia,tpf,-2.322279,140.115497,aust1307,ID
taus1251,Tausug,tsg,5.12236,118.88,aust1307,ID MY PH
taus1252,Tause,tad,-2.8406,136.899,lake1255,ID
tawo1243,Tawoyan,twy,-1.30017,115.204,aust1307,ID
tawo1244,Taworta,tbp,-3.43455,139.061,lake1255,ID
tefa1238,Tefaro,tfo,-2.35042,136.753,geel1240,ID
tehi1237,Tehit,kps,-1.51049,131.985,west1493,ID
teiw1235,Teiwa,twe,-8.37662,124.174,timo1261,ID
tela1241,Tela-Masbuar,tvm,-8.01195,129.687,aust1307,ID
telu1263,Teluti,tlt,-3.2969,129.663,aust1307,ID
teng1267,Tenggarong Kutai Malay,vkt,0.71803,117.645,aust1307,ID
teng1272,Tengger,tes,-7.89069,113.037,aust1307,ID
teor1240,Teor,tev,-4.74159,131.737,aust1307,ID
tere1277,Tereweng,twg,-8.48063,124.271,timo1261,ID
term1237,Termanu,twu,-10.7326,123.169,aust1307,ID
tern1247,Ternate,tft,0.80562,127.333,nort2923,ID
tern1248,Ternateño,tmg,14.28,120.72,indo1319,ID
tetu1245,Tetum,tet,-9.11217,125.528,aust1307,ID TL
teun1241,Te'un,tve,-6.97086,129.143718,aust1307,ID
tido1248,Tidore,tvo,0.02461,127.746,nort2923,ID
tiii1241,Tii,txq,-10.8425,122.963,aust1307,ID
toal1234,Toala',tlz,,,book1242,ID
toba1266,Tobati,tti,-2.56434,140.71,aust1307,ID
tobe1252,Tobelo,tlb,1.0946,128.154,nort2923,ID
tofa1246,Tofanma,tlg,-3.74322,140.591,naml1239,ID
tola1247,Tolaki,lbw,-4.03577,121.888,aust1307,ID
toma1248,Tomadino,tdi,-2.56493,121.944,aust1307,ID
tomb1243,Tombulu,tom,1.39715,124.754,aust1307,ID
tomb1245,Tombelala,ttp,-2.50998,121.915,aust1307,ID
tomi1243,Tomini,txm,0.42569,120.89,aust1307,ID
tond1251,Tondano,tdn,1.28024,124.964,aust1307,ID
tons1239,Tonsawang,tnw,1.0539,124.652,aust1307,ID
tons1240,Tonsea,txs,1.51393,125.052,aust1307,ID
tont1239,Tontemboan,tnt,1.24813,124.654,aust1307,ID
topo1243,Topoiyo,toy,-2.06702,119.314,aust1307,ID
tora1261,Toraja-Sa'dan,sda,-2.97144,119.829,aust1307,ID
toto1304,Totoli,txe,1.14995,120.875,aust1307,ID
towe1240,Towei,ttn,-3.87428,140.803,pauw1244,ID
trim1239,Trimuris,tip,-2.15863,138.027,kwer1242,ID
trin1271,Tringgus-Sembaan Bidayuh,trx,1.4313,109.95,aust1307,ID MY
tsak1250,Tsaukambo,kvz,-5.39076,140.186,nucl1709,ID
tugu1245,Tugun,tzn,-7.72555,126.7,aust1307,ID
tugu1246,Tugutil,tuj,0.5806,128.223,nort2923,ID
tuka1248,Tukang Besi North,khc,-5.30994,123.578,aust1307,ID
tuka1249,Tukang Besi South,bhq,-5.7478,123.948,aust1307,ID
tule1244,Tulehu,tlu,-3.57785,128.31,aust1307,ID
tung1293,Tunggare,trt,-3.37462,135.551,geel1240,ID
tunj1244,Tunjung,tjg,-0.29048,115.883,aust1307,ID
uabm1237,Uab Meto,aoz,-9.77284,124.144,aust1307,ID TL
ujir1237,Ujir,udj,-5.69329,134.257,aust1307,ID
ulum1237,Ulumanda',ulm,-3.00933,118.994,aust1307,ID
umaa1242,Uma,ppk,-1.70416,119.968,aust1307,ID
umal1238,Uma' Lung,ulu,3.25,116.5,aust1307,ID
umal1239,Uma' Lasan,xky,2.14141,114.205,aust1307,ID MY
unaa1239,Una,mtg,-4.69676,140.1,nucl1709,ID
unde1235,Unde Kaili,unz,-0.85876,119.673,aust1307,ID
uppe1430,Upper Grand Valley Dani,dna,-3.94368,138.901,nucl1709,ID
urua1244,Uruangnirin,urn,-3.45498,132.745,aust1307,ID
usku1243,Usku,ulf,-3.63853,140.502,,ID
vito1235,Vitou,vto,-2.1111,139.1098,toro1256,ID
wabo1240,Wabo,wbb,-1.77297,136.757,aust1307,ID
waer1237,Kolor,wrx,-8.78645,120.70299,aust1307,ID
waha1238,Eastern Lowland Kenyah,whk,1.56635,116.655,aust1307,ID
waha1239,Wahau Kayan,whu,1.42088,116.6795,book1242,ID
waig1244,Ambel,wgo,-0.17957,130.917,aust1307,ID
waio1238,Waioli,wli,1.2341,127.494,nort2923,ID
wakd1237,Wakde,wkd,-1.98457,139.008,aust1307,ID
wala1269,Walak,wlw,-3.8238,138.84,nucl1709,ID
wamb1259,Wambon,wms,-5.44334,140.48,nucl1709,ID
wana1273,Wanam Yelmek,,-7.451,139.108,bula1259,ID
wand1267,Wandamen,wad,-2.25622,133.996,aust1307,ID
wang1299,Wanggom,wng,-5.60094,140.194,nucl1709,ID
wano1243,Wano,wno,-3.47858,137.678,nucl1709,ID
wanu1241,Wanukaka,wnk,-9.69834,119.468,aust1307,ID
ware1253,Warembori,wsa,-1.65941,137.566,aust1307,ID
ware1254,Wares,wai,-2.47357,139.337,unat1236,ID
wari1264,Waritai,wbe,-3.23021,138.456,lake1255,ID
wari1266,Waris,wrs,-3.139,140.931,bord1247,ID PG
wark1247,Warkay-Bipim,bgv,-5.7716,138.638,anim1240,ID
waro1242,Waropen,wrp,-2.31142,136.633,aust1307,ID
waru1266,Waru,wru,-3.412,122.058,aust1307,ID
watu1247,Watubela,wah,-4.47294,131.641,aust1307,ID
wauy1237,Wauyai,wuy,-0.2828,130.597,aust1307,ID
wawo1239,Wawonii,wow,-4.13587,123.1,aust1307,ID
weje1237,Wewewa,wew,-9.55099,119.349,aust1307,ID
wers1238,Wersing,kvw,-8.33936,124.932,timo1261,ID
west2535,West Masela,mss,-8.1804,129.833,aust1307,ID
west2538,West Tarangan,txn,-6.62046,134.168,aust1307,ID
west2541,West Lembata,lmj,-8.49669,123.298,aust1307,ID
west2548,West Damar,drn,-7.12065,128.585,aust1307,ID
west2594,Western Dani,dnw,-3.77127,138.217,nucl1709,ID
west2600,West Makian,mqs,0.45332,127.63,nort2923,ID
woii1237,Woi,wbw,-1.62746,135.484,aust1307,ID
wola1243,Wolani,wod,-3.41642,136.703,nucl1709,ID
woli1241,Wolio,wlo,-5.33,122.67,aust1307,ID
wori1246,Woria,wor,-2.37997,136.519,geel1240,ID
wotu1240,Wotu,wtw,-2.59593,120.9,aust1307,ID
wutu1244,Wutung,wut,-2.64636,141.104,skoo1245,ID PG
yafi1240,Yafi,wfg,-3.39765,140.897,pauw1244,ID
yaha1248,Yahadian,ner,-1.94317,132.096,kond1302,ID
yala1266,Yalahatan-Haruru-Awaiya,jal,-3.3619,129.315,aust1307,ID
yamd1240,Yamdena,jmd,-7.73722,131.44,aust1307,ID
yamn1237,Yamna,ymn,-2.09118,139.206,aust1307,ID
yaos1235,Yaosakor Asmat,asy,-5.61024,138.582,nucl1709,ID
yaqa1246,Yaqay,jaq,-6.66632,139.249,anim1240,ID
yars1234,Yarsun,yrs,-2.21222,139.472,book1242,ID
yaur1239,Yaur,jau,-3.32519,134.879,aust1307,ID
yeii1239,Yei,jei,-7.87489,140.863,more1255,ID PG
yelm1242,Southern Yelmek,jel,-7.93,139.32,bula1259,ID
yere1243,Yeretuar,gop,-3.01713,134.656,aust1307,ID
yetf1238,Yetfa,yet,-4.05884,140.653,,ID PG
yogy1234,Yogyakarta Sign Language,,-7.800018,110.368664,sign1238,ID
yoke1238,Yoke,yki,-1.68798,138.028,aust1307,ID
yong1280,Yonggom,yon,-6.42956,141.213,nucl1709,ID PG
