nama	kelas	n_pemakai	homograf_kbbi
Shinta	orang:nama-depan	3	tidak
Endang	orang:nama-depan	3	ya
Aprilia	orang:nama-depan	3	tidak
Rosalia	orang:nama-depan	3	tidak
Puspita	orang:nama-depan	3	ya
Hassan	orang:nama-depan	3	tidak
Anggun	orang:nama-depan	3	ya
K.	orang:nama-depan	3	tidak
Prima	orang:nama-depan	3	ya
Eduardus	orang:nama-depan	3	tidak
Aryono	orang:nama-depan	3	tidak
Rafael	orang:nama-depan	3	tidak
Barry	orang:nama-depan	3	tidak
Aris	orang:nama-depan	3	ya
Yonathan	orang:nama-depan	3	tidak
Marcus	orang:nama-depan	3	tidak
Gloria	orang:nama-depan	3	tidak
Halim	orang:nama-depan	3	ya
Rendy	orang:nama-depan	3	tidak
Amin	orang:nama-depan	3	ya
Ernest	orang:nama-depan	3	tidak
Elisabeth	orang:nama-depan	3	tidak
Farah	orang:nama-depan	3	tidak
Imran	orang:nama-depan	3	tidak
Ivo	orang:nama-depan	3	tidak
Ja'far	orang:nama-depan	3	tidak
Iman	orang:nama-depan	3	ya
Jean	orang:nama-depan	3	tidak
Donna	orang:nama-depan	3	tidak
Jihan	orang:nama-depan	3	tidak
Ira	orang:nama-depan	3	ya
Ketut	orang:nama-depan	3	tidak
Ramona	orang:nama-depan	3	tidak
Abd al-Aziz	orang:nama-depan	3	tidak
Abdul Hadi	orang:nama-depan	3	tidak
Abd al-Hakim	orang:nama-depan	3	tidak
Abdul Halim	orang:nama-depan	3	tidak
ʻAbd al-Wahhāb	orang:nama-depan	3	tidak
Adri	orang:nama-depan	3	tidak
Aldi	orang:nama-depan	3	tidak
Aldo	orang:nama-depan	3	tidak
Joy	orang:nama-depan	3	tidak
Juanita	orang:nama-depan	3	tidak
Justin	orang:nama-depan	3	tidak
Karim	orang:nama-depan	3	ya
Maulida	orang:nama-depan	3	tidak
Bianca	orang:nama-depan	3	tidak
Djoko	orang:nama-depan	3	tidak
Eduard	orang:nama-depan	3	tidak
Gideon	orang:nama-depan	3	tidak
Nicholas	orang:nama-depan	3	tidak
Jesse	orang:nama-depan	3	tidak
Antony	orang:nama-depan	3	tidak
Arina	orang:nama-depan	3	tidak
Aspar	orang:nama-depan	3	tidak
August	orang:nama-depan	3	tidak
Yuli	orang:nama-depan	3	tidak
Wisnu	orang:nama-depan	3	ya
Y.	orang:nama-depan	3	tidak
Diego	orang:nama-depan	3	tidak
Dita	orang:nama-depan	3	tidak
Louis	orang:nama-depan	3	tidak
Isyana	orang:nama-depan	3	tidak
Jakob	orang:nama-depan	3	tidak
Gerson	orang:nama-depan	3	tidak
Martina	orang:nama-depan	3	tidak
Mathias	orang:nama-depan	3	tidak
Medina	orang:nama-depan	3	tidak
Mieke	orang:nama-depan	3	tidak
Tika	orang:nama-depan	3	ya
Rebecca	orang:nama-depan	3	tidak
Riza	orang:nama-depan	3	tidak
Rose	orang:nama-depan	3	tidak
Saskia	orang:nama-depan	3	tidak
Silva	orang:nama-depan	3	tidak
Boy	orang:nama-depan	3	tidak
Zaini	orang:nama-depan	3	tidak
Nani	orang:nama-depan	3	tidak
Nelson	orang:nama-depan	3	tidak
Nuri	orang:nama-depan	3	ya
Pamela	orang:nama-depan	3	tidak
Paula	orang:nama-depan	3	tidak
Ita	orang:nama-depan	3	tidak
Titi	orang:nama-depan	3	ya
Priskila	orang:nama-depan	3	tidak
Julie	orang:nama-depan	3	tidak
Kemal	orang:nama-depan	3	ya
Romy	orang:nama-depan	3	tidak
Susan	orang:nama-depan	3	tidak
Renata	orang:nama-depan	3	tidak
Stevie	orang:nama-depan	3	tidak
Kim	orang:nama-depan	3	ya
Anne	orang:nama-depan	3	tidak
İhsan	orang:nama-depan	3	tidak
Ina	orang:nama-depan	3	ya
Kezia	orang:nama-depan	3	tidak
Tino	orang:nama-depan	3	tidak
Sonya	orang:nama-depan	3	tidak
Tessa	orang:nama-depan	3	tidak
Theodora	orang:nama-depan	3	tidak
Tiffany	orang:nama-depan	3	tidak
Tristan	orang:nama-depan	3	tidak
Yasmin	orang:nama-depan	3	ya
Nabilla	orang:nama-depan	3	tidak
Norma	orang:nama-depan	3	ya
Dany	orang:nama-depan	3	tidak
Dora	orang:nama-depan	3	tidak
Winston	orang:nama-depan	3	tidak
Marcello	orang:nama-depan	3	tidak
Dedy	orang:nama-depan	3	tidak
Maulana	orang:nama-depan	3	ya
Ray	orang:nama-depan	3	tidak
Abdulhamid	orang:nama-depan	3	tidak
Marcel	orang:nama-depan	3	tidak
Cornelia	orang:nama-depan	3	tidak
Made	orang:nama-depan	3	tidak
Elvira	orang:nama-depan	3	tidak
Djamal	orang:nama-depan	3	tidak
Nicolaus	orang:nama-depan	3	tidak
Ahmed	orang:nama-depan	3	tidak
Iskandar	orang:nama-depan	3	tidak
Amon	orang:nama-depan	3	tidak
Belinda	orang:nama-depan	3	tidak
Ardi	orang:nama-depan	3	ya
Luna	orang:nama-depan	3	tidak
Daud	orang:nama-depan	3	tidak
Sophia	orang:nama-depan	3	tidak
Effendy	orang:nama-depan	3	tidak
Fajar	orang:nama-depan	3	ya
Alfons	orang:nama-depan	3	tidak
Herry	orang:nama-depan	3	tidak
Valerie	orang:nama-depan	3	tidak
Reinhard	orang:nama-depan	3	tidak
Larissa	orang:nama-depan	3	tidak
Vivien	orang:nama-depan	3	tidak
Paulina	orang:nama-depan	3	tidak
Mariska	orang:nama-depan	3	tidak
Allan	orang:nama-depan	3	tidak
Debbie	orang:nama-depan	3	tidak
Rania	orang:nama-depan	3	tidak
Irvan	orang:nama-depan	3	tidak
Patrick	orang:nama-depan	3	tidak
Syifa	orang:nama-depan	3	tidak
Theodore	orang:nama-depan	3	tidak
Isabel	orang:nama-depan	3	tidak
T.	orang:nama-depan	3	tidak
Antoinette	orang:nama-depan	3	tidak
Yan	orang:nama-depan	3	tidak
Nunung	orang:nama-depan	3	tidak
Elina	orang:nama-depan	3	tidak
Yvonne	orang:nama-depan	3	tidak
Fredrik	orang:nama-depan	3	tidak
Endra	orang:nama-depan	3	tidak
Yulia	orang:nama-depan	3	tidak
Indah	orang:nama-depan	3	ya
Hermanus	orang:nama-depan	3	tidak
Widya	orang:nama-depan	3	tidak
Joan	orang:nama-depan	3	tidak
Sinyo	orang:nama-depan	3	ya
Gladys	orang:nama-depan	3	tidak
Valentina	orang:nama-depan	3	tidak
Mirza	orang:nama-depan	3	tidak
Nabila	orang:nama-depan	3	tidak
Dody	orang:nama-depan	3	tidak
Ditta	orang:nama-depan	3	tidak
Florence	orang:nama-depan	3	tidak
Herbert	orang:nama-depan	3	tidak
Klara	orang:nama-depan	3	tidak
Haslinda	orang:nama-depan	3	tidak
Mutiara	orang:nama-depan	3	ya
Nurul	orang:nama-depan	3	tidak
Dadan	orang:nama-depan	3	tidak
Ibu	orang:nama-depan	3	ya
Samson	orang:nama-depan	3	tidak
Edgar	orang:nama-depan	3	tidak
Bejo	orang:nama-depan	3	tidak
Joanne	orang:nama-depan	3	tidak
Ali Akbar	orang:nama-depan	3	tidak
Bruno	orang:nama-depan	3	tidak
Laurens	orang:nama-depan	3	tidak
Antonia	orang:nama-depan	3	tidak
Ilona	orang:nama-depan	3	tidak
Mathilda	orang:nama-depan	3	tidak
Priscilla	orang:nama-depan	3	tidak
Ramses	orang:nama-depan	3	tidak
Tasya	orang:nama-depan	3	tidak
Orpa	orang:nama-depan	3	tidak
Rinda	orang:nama-depan	3	tidak
Jovita	orang:nama-depan	3	tidak
Wahjudi	orang:nama-keluarga	3	tidak
Haris	orang:nama-keluarga	3	ya
Novita	orang:nama-keluarga	3	tidak
Ratnasari	orang:nama-keluarga	3	tidak
Fitriani	orang:nama-keluarga	3	tidak
Kawilarang	orang:nama-keluarga	3	tidak
Sartika	orang:nama-keluarga	3	tidak
Arbi	orang:nama-keluarga	3	tidak
Madjid	orang:nama-keluarga	3	tidak
Sadikin	orang:nama-keluarga	3	tidak
Ng	orang:nama-keluarga	3	tidak
Wang	orang:nama-keluarga	3	ya
Jordan	orang:nama-keluarga	3	tidak
Pamungkas	orang:nama-keluarga	3	ya
Yudhoyono	orang:nama-keluarga	3	tidak
Habibie	orang:nama-keluarga	3	tidak
Yulianti	orang:nama-keluarga	3	tidak
Jacob	orang:nama-keluarga	3	tidak
Wirawan	orang:nama-keluarga	3	ya
Agus	orang:nama-keluarga	3	ya
Liang	orang:nama-keluarga	3	ya
Haryanto	orang:nama-keluarga	3	tidak
Liu	orang:nama-keluarga	3	tidak
Christina	orang:nama-keluarga	3	tidak
Noer	orang:nama-keluarga	3	tidak
Pelupessy	orang:nama-keluarga	3	tidak
Rais	orang:nama-keluarga	3	ya
Sani	orang:nama-keluarga	3	ya
Ong	orang:nama-keluarga	3	ya
Santosa	orang:nama-keluarga	3	tidak
Palar	orang:nama-keluarga	3	ya
Ismail	orang:nama-keluarga	3	tidak
Mangindaan	orang:nama-keluarga	3	tidak
Rosa	orang:nama-keluarga	3	tidak
Husein	orang:nama-keluarga	3	tidak
Warouw	orang:nama-keluarga	3	tidak
Sugianto	orang:nama-keluarga	3	tidak
Sompotan	orang:nama-keluarga	3	tidak
Sandy	orang:nama-keluarga	3	tidak
Leonardo	orang:nama-keluarga	3	tidak
Natalia	orang:nama-keluarga	3	tidak
Said	orang:nama-keluarga	3	ya
Simbolon	orang:nama-keluarga	3	tidak
Harris	orang:nama-keluarga	3	tidak
Gelael	orang:nama-keluarga	3	tidak
Anjani	orang:nama-keluarga	3	tidak
Rotinsulu	orang:nama-keluarga	3	tidak
Sahilatua	orang:nama-keluarga	3	tidak
Rizal	orang:nama-keluarga	3	tidak
Edwin	orang:nama-keluarga	3	tidak
Sirait	orang:nama-keluarga	3	tidak
Christie	orang:nama-keluarga	3	tidak
Salim	orang:nama-keluarga	3	ya
Samin	orang:nama-keluarga	3	ya
Jusuf	orang:nama-keluarga	3	tidak
Rinaldi	orang:nama-keluarga	3	tidak
Lalu	orang:nama-keluarga	3	ya
Supriadi	orang:nama-keluarga	3	tidak
Kamal	orang:nama-keluarga	3	ya
Amelia	orang:nama-keluarga	3	tidak
Prasetya	orang:nama-keluarga	3	tidak
Hartanto	orang:nama-keluarga	3	tidak
Tambayong	orang:nama-keluarga	3	tidak
Sebastian	orang:nama-keluarga	3	tidak
Amin	orang:nama-keluarga	3	ya
Tjandra	orang:nama-keluarga	3	tidak
Zarkasyi	orang:nama-keluarga	3	tidak
Teti	orang:nama-keluarga	3	tidak
Baker	orang:nama-keluarga	3	tidak
Harto	orang:nama-keluarga	3	tidak
Lumentut	orang:nama-keluarga	3	tidak
Aspar	orang:nama-keluarga	3	tidak
Zheng	orang:nama-keluarga	3	tidak
Bulo	orang:nama-keluarga	3	tidak
Ticoalu	orang:nama-keluarga	3	tidak
Smith	orang:nama-keluarga	3	tidak
Marino	orang:nama-keluarga	3	tidak
Gani	orang:nama-keluarga	3	ya
The	orang:nama-keluarga	3	tidak
Laksono	orang:nama-keluarga	3	tidak
Litaay	orang:nama-keluarga	3	tidak
Azzahra	orang:nama-keluarga	3	tidak
Suhandinata	orang:nama-keluarga	3	tidak
Saripudin	orang:nama-keluarga	3	tidak
Salis	orang:nama-keluarga	3	tidak
Jaidi	orang:nama-keluarga	3	tidak
Nur	orang:nama-keluarga	3	ya
Zakaria	orang:nama-keluarga	3	tidak
Ali	orang:nama-keluarga	3	ya
Zahra	orang:nama-keluarga	3	tidak
Purwanto	orang:nama-keluarga	3	tidak
Cosmas	orang:nama-depan	2	tidak
Jordi	orang:nama-depan	2	tidak
Darmadi	orang:nama-depan	2	tidak
Tika	orang:nama-depan	2	ya
Devin	orang:nama-depan	2	tidak
Megah	orang:nama-depan	2	ya
Etty	orang:nama-depan	2	tidak
Lidya	orang:nama-depan	2	tidak
Puspa	orang:nama-depan	2	ya
Njoo	orang:nama-depan	2	tidak
Vita	orang:nama-depan	2	tidak
Johanna	orang:nama-depan	2	tidak
Yohan	orang:nama-depan	2	tidak
Anas	orang:nama-depan	2	tidak
Andrei	orang:nama-depan	2	tidak
Dick	orang:nama-depan	2	tidak
Lenny	orang:nama-depan	2	tidak
Lita	orang:nama-depan	2	tidak
Rani	orang:nama-depan	2	ya
Suci	orang:nama-depan	2	ya
Rosiana	orang:nama-depan	2	tidak
Jo	orang:nama-depan	2	tidak
Nadya	orang:nama-depan	2	tidak
Utami	orang:nama-depan	2	tidak
Richi	orang:nama-depan	2	tidak
Hamza	orang:nama-depan	2	tidak
Franz	orang:nama-depan	2	tidak
Pia	orang:nama-depan	2	tidak
Kristin	orang:nama-depan	2	tidak
Bing	orang:nama-depan	2	tidak
Manuel	orang:nama-depan	2	tidak
Olga	orang:nama-depan	2	tidak
Hubertus	orang:nama-depan	2	tidak
Bernardus	orang:nama-depan	2	tidak
G.	orang:nama-depan	2	tidak
Arnaldo	orang:nama-depan	2	tidak
Sony	orang:nama-depan	2	tidak
Rosalina	orang:nama-depan	2	tidak
Benyamin	orang:nama-depan	2	tidak
Berry	orang:nama-depan	2	tidak
Evert	orang:nama-depan	2	tidak
Ruslan	orang:nama-depan	2	tidak
Luluk	orang:nama-depan	2	ya
Francis	orang:nama-depan	2	tidak
Francisco	orang:nama-depan	2	tidak
Xaverius	orang:nama-depan	2	tidak
Fransiskus	orang:nama-depan	2	tidak
Indarti	orang:nama-depan	2	tidak
Hafiz	orang:nama-depan	2	ya
Happy	orang:nama-depan	2	tidak
Imam	orang:nama-depan	2	ya
Isak	orang:nama-depan	2	ya
Pius	orang:nama-depan	2	tidak
Julianus	orang:nama-depan	2	tidak
Mira	orang:nama-depan	2	tidak
Joey	orang:nama-depan	2	tidak
Rosaria	orang:nama-depan	2	tidak
Ernst	orang:nama-depan	2	tidak
Silvi	orang:nama-depan	2	tidak
Cristian	orang:nama-depan	2	tidak
Fiona	orang:nama-depan	2	tidak
André	orang:nama-depan	2	tidak
Vincentius	orang:nama-depan	2	tidak
Mochtar	orang:nama-depan	2	tidak
Dominique	orang:nama-depan	2	tidak
Don	orang:nama-depan	2	tidak
Effendi	orang:nama-depan	2	tidak
Farouk	orang:nama-depan	2	tidak
Gabriela	orang:nama-depan	2	tidak
Margareth	orang:nama-depan	2	tidak
Idham	orang:nama-depan	2	tidak
Inez	orang:nama-depan	2	tidak
Irena	orang:nama-depan	2	tidak
Iris	orang:nama-depan	2	ya
June	orang:nama-depan	2	tidak
Ivonne	orang:nama-depan	2	tidak
Joice	orang:nama-depan	2	tidak
Joop	orang:nama-depan	2	tidak
Abdul Malik	orang:nama-depan	2	tidak
Chicco	orang:nama-depan	2	tidak
Connie	orang:nama-depan	2	tidak
Damien	orang:nama-depan	2	tidak
Dennis	orang:nama-depan	2	tidak
Gary	orang:nama-depan	2	tidak
J.	orang:nama-depan	2	tidak
Jaka	orang:nama-depan	2	ya
Marianne	orang:nama-depan	2	tidak
Mohamed	orang:nama-depan	2	tidak
Abdul Qahar	orang:nama-depan	2	tidak
Aimee	orang:nama-depan	2	tidak
Albertina	orang:nama-depan	2	tidak
Alia	orang:nama-depan	2	tidak
Aline	orang:nama-depan	2	tidak
Alvaro	orang:nama-depan	2	tidak
Amalya	orang:nama-depan	2	tidak
Kādir	orang:nama-depan	2	tidak
Kimberly	orang:nama-depan	2	tidak
Kirana	orang:nama-depan	2	ya
Lola	orang:nama-depan	2	tidak
Lolita	orang:nama-depan	2	tidak
Lucy	orang:nama-depan	2	tidak
Mara	orang:nama-depan	2	ya
Mark	orang:nama-depan	2	ya
Diva	orang:nama-depan	2	tidak
Dustin	orang:nama-depan	2	tidak
E.	orang:nama-depan	2	tidak
Nessa	orang:nama-depan	2	tidak
Fred	orang:nama-depan	2	tidak
Guy	orang:nama-depan	2	tidak
Henricus	orang:nama-depan	2	tidak
Edo	orang:nama-depan	2	tidak
Gisela	orang:nama-depan	2	tidak
Amril	orang:nama-depan	2	ya
Asri	orang:nama-depan	2	ya
Audrey	orang:nama-depan	2	tidak
Wilhelm	orang:nama-depan	2	tidak
Yoga	orang:nama-depan	2	ya
Yuliani	orang:nama-depan	2	tidak
Omar	orang:nama-depan	2	tidak
Sendy	orang:nama-depan	2	tidak
Christiaan	orang:nama-depan	2	tidak
Romana	orang:nama-depan	2	tidak
Marga	orang:nama-depan	2	ya
Marthen	orang:nama-depan	2	tidak
Melanie	orang:nama-depan	2	tidak
Melody	orang:nama-depan	2	tidak
Merry	orang:nama-depan	2	tidak
Metta	orang:nama-depan	2	tidak
Michella	orang:nama-depan	2	tidak
Raisa	orang:nama-depan	2	tidak
Ram	orang:nama-depan	2	ya
Ramon	orang:nama-depan	2	tidak
Rosita	orang:nama-depan	2	tidak
Sally	orang:nama-depan	2	tidak
Sammy	orang:nama-depan	2	tidak
Sharon	orang:nama-depan	2	tidak
Silviana	orang:nama-depan	2	tidak
Patrice	orang:nama-depan	2	tidak
Brigitta	orang:nama-depan	2	tidak
Catharina	orang:nama-depan	2	tidak
Celine	orang:nama-depan	2	tidak
Dana	orang:nama-depan	2	ya
Abdul Ghani	orang:nama-depan	2	tidak
Nada	orang:nama-depan	2	ya
Nono	orang:nama-depan	2	tidak
Petra	orang:nama-depan	2	tidak
Imanuel	orang:nama-depan	2	tidak
Ami	orang:nama-depan	2	ya
Jessy	orang:nama-depan	2	tidak
Karen	orang:nama-depan	2	tidak
Abas	orang:nama-depan	2	tidak
Ledi	orang:nama-depan	2	tidak
Jonas	orang:nama-depan	2	tidak
Steve	orang:nama-depan	2	tidak
Miranda	orang:nama-depan	2	tidak
Peggy	orang:nama-depan	2	tidak
Shania	orang:nama-depan	2	tidak
Yenny	orang:nama-depan	2	tidak
Ardiansyah	orang:nama-depan	2	tidak
Timur	orang:nama-depan	2	ya
Elvis	orang:nama-depan	2	tidak
Oerip	orang:nama-depan	2	tidak
Sara	orang:nama-depan	2	ya
Patrich	orang:nama-depan	2	tidak
Stefanie	orang:nama-depan	2	tidak
Irvin	orang:nama-depan	2	tidak
Kamil	orang:nama-depan	2	ya
Sriwati	orang:nama-depan	2	tidak
Susanna	orang:nama-depan	2	tidak
Susi	orang:nama-depan	2	tidak
Syaukani	orang:nama-depan	2	tidak
Tasha	orang:nama-depan	2	tidak
Thalia	orang:nama-depan	2	tidak
Timothy	orang:nama-depan	2	tidak
Tom	orang:nama-depan	2	ya
Zara	orang:nama-depan	2	tidak
Nona	orang:nama-depan	2	ya
Sita	orang:nama-depan	2	ya
Richie	orang:nama-depan	2	tidak
Godfried	orang:nama-depan	2	tidak
Matthew	orang:nama-depan	2	tidak
Friedrich	orang:nama-depan	2	tidak
Sophie	orang:nama-depan	2	tidak
Lex	orang:nama-depan	2	tidak
Louisa	orang:nama-depan	2	tidak
Marc	orang:nama-depan	2	tidak
Robertus	orang:nama-depan	2	tidak
Fikri	orang:nama-depan	2	tidak
Bayu	orang:nama-depan	2	ya
Ihsan	orang:nama-depan	2	ya
Tonny	orang:nama-depan	2	tidak
Ariel	orang:nama-depan	2	tidak
Alicia	orang:nama-depan	2	tidak
Desy	orang:nama-depan	2	tidak
Hardi	orang:nama-depan	2	tidak
Emir	orang:nama-depan	2	ya
Alessandra	orang:nama-depan	2	tidak
Amadeus	orang:nama-depan	2	tidak
Lucas	orang:nama-depan	2	tidak
Marina	orang:nama-depan	2	ya
Rini	orang:nama-depan	2	ya
Nanda	orang:nama-depan	2	ya
Octavia	orang:nama-depan	2	tidak
Doris	orang:nama-depan	2	tidak
Saleh	orang:nama-depan	2	ya
Fitriani	orang:nama-depan	2	tidak
Carl	orang:nama-depan	2	tidak
Liliana	orang:nama-depan	2	tidak
Hikmat	orang:nama-depan	2	ya
Hugo	orang:nama-depan	2	tidak
Yogi	orang:nama-depan	2	ya
Gustav	orang:nama-depan	2	tidak
Idrus	orang:nama-depan	2	tidak
Erni	orang:nama-depan	2	tidak
Sultan	orang:nama-depan	2	ya
Verrell	orang:nama-depan	2	tidak
İsmail	orang:nama-depan	2	tidak
Natasya	orang:nama-depan	2	tidak
Lorenzo	orang:nama-depan	2	tidak
Melinda	orang:nama-depan	2	tidak
Nikita	orang:nama-depan	2	tidak
Ravi	orang:nama-depan	2	tidak
'Abd al-Wahid	orang:nama-depan	2	tidak
Anastasya	orang:nama-depan	2	tidak
Axel	orang:nama-depan	2	tidak
Sydney	orang:nama-depan	2	tidak
Jeffry	orang:nama-depan	2	tidak
Ivan	orang:nama-depan	2	tidak
Andri	orang:nama-depan	2	tidak
Syafaat	orang:nama-depan	2	ya
Betti	orang:nama-depan	2	tidak
Cliff	orang:nama-depan	2	tidak
Krishna	orang:nama-depan	2	tidak
Cornel	orang:nama-depan	2	tidak
Darren	orang:nama-depan	2	tidak
Farid	orang:nama-depan	2	tidak
Stanislaus	orang:nama-depan	2	tidak
Chintya	orang:nama-depan	2	tidak
Aaron	orang:nama-depan	2	tidak
Cecilia	orang:nama-depan	2	tidak
Sarita	orang:nama-depan	2	tidak
Reno	orang:nama-depan	2	tidak
Armand	orang:nama-depan	2	tidak
Thalita	orang:nama-depan	2	tidak
Murad	orang:nama-depan	2	ya
Bertha	orang:nama-depan	2	tidak
Rury	orang:nama-depan	2	tidak
Vivian	orang:nama-depan	2	tidak
Dyah	orang:nama-depan	2	tidak
Erica	orang:nama-depan	2	tidak
mahidin	orang:nama-depan	2	tidak
Antoni	orang:nama-depan	2	tidak
Caitlin	orang:nama-depan	2	tidak
Faiza	orang:nama-depan	2	tidak
Leonardo	orang:nama-depan	2	tidak
Ikhsan	orang:nama-depan	2	tidak
Prisca	orang:nama-depan	2	tidak
Marinus	orang:nama-depan	2	tidak
Perry	orang:nama-depan	2	tidak
Serena	orang:nama-depan	2	tidak
Stanley	orang:nama-depan	2	tidak
Maryam	orang:nama-depan	2	tidak
Fatih	orang:nama-depan	2	tidak
Philip	orang:nama-depan	2	tidak
Rory	orang:nama-depan	2	tidak
Marie	orang:nama-depan	2	tidak
Giovani	orang:nama-depan	2	tidak
Sonny	orang:nama-depan	2	tidak
Jessie	orang:nama-depan	2	tidak
Nella	orang:nama-depan	2	tidak
Shirin	orang:nama-depan	2	tidak
Toni	orang:nama-depan	2	tidak
Lies	orang:nama-depan	2	tidak
Puji	orang:nama-depan	2	ya
Burhan	orang:nama-depan	2	ya
Hellen	orang:nama-depan	2	tidak
Ema	orang:nama-depan	2	tidak
Gibran	orang:nama-depan	2	tidak
Dena	orang:nama-depan	2	ya
Taufiq	orang:nama-depan	2	tidak
Ika	orang:nama-depan	2	tidak
Panji	orang:nama-depan	2	ya
Hendri	orang:nama-depan	2	tidak
Meilani	orang:nama-depan	2	tidak
Bimo	orang:nama-depan	2	tidak
Aurora	orang:nama-depan	2	ya
Yeremia	orang:nama-depan	2	tidak
Rocky	orang:nama-depan	2	tidak
Timo	orang:nama-depan	2	tidak
Ujang	orang:nama-depan	2	ya
Liem Nio	orang:nama-depan	2	tidak
Sigid	orang:nama-depan	2	tidak
Wenny	orang:nama-depan	2	tidak
Izaac	orang:nama-depan	2	tidak
Syahrul	orang:nama-depan	2	tidak
Constant	orang:nama-depan	2	tidak
Caroline	orang:nama-depan	2	tidak
Stella	orang:nama-depan	2	tidak
Gerardus	orang:nama-depan	2	tidak
Gracia	orang:nama-depan	2	tidak
Hari	orang:nama-depan	2	ya
Oktavia	orang:nama-depan	2	tidak
Jamaluddin	orang:nama-depan	2	tidak
Emmanuel	orang:nama-depan	2	tidak
Alifa	orang:nama-depan	2	tidak
Muhammad	orang:nama-depan	2	ya
Lindsey	orang:nama-depan	2	tidak
Komang	orang:nama-depan	2	tidak
Liêm	orang:nama-depan	2	tidak
Ratu	orang:nama-depan	2	ya
Rahmi	orang:nama-depan	2	tidak
Oskar	orang:nama-depan	2	tidak
Frederika	orang:nama-depan	2	tidak
Jesica	orang:nama-depan	2	tidak
Saiful	orang:nama-depan	2	tidak
Dini	orang:nama-depan	2	ya
Azzahra	orang:nama-depan	2	tidak
Afifah	orang:nama-depan	2	tidak
Piter	orang:nama-depan	2	tidak
Dean	orang:nama-depan	2	tidak
Yasin	orang:nama-depan	2	tidak
Fredy	orang:nama-depan	2	tidak
Pemi	orang:nama-depan	2	tidak
Corina	orang:nama-depan	2	tidak
Khairul	orang:nama-depan	2	tidak
Oscar	orang:nama-depan	2	tidak
Jerome	orang:nama-depan	2	tidak
Ariella	orang:nama-depan	2	tidak
Calista	orang:nama-depan	2	tidak
Restu	orang:nama-depan	2	ya
Kurnia	orang:nama-depan	2	tidak
Yudi	orang:nama-depan	2	tidak
Nathaniel	orang:nama-depan	2	tidak
Mary	orang:nama-depan	2	tidak
Eri	orang:nama-depan	2	tidak
Ayu	orang:nama-depan	2	ya
Gan	orang:nama-depan	2	tidak
Hoo	orang:nama-depan	2	tidak
Aisha	orang:nama-depan	2	tidak
Kasim	orang:nama-depan	2	ya
Callista	orang:nama-depan	2	tidak
Nasir	orang:nama-depan	2	tidak
Tobias	orang:nama-depan	2	tidak
Eveline	orang:nama-depan	2	tidak
Antonio	orang:nama-depan	2	tidak
Margareta	orang:nama-depan	2	tidak
Anike	orang:nama-depan	2	tidak
Soraya	orang:nama-depan	2	tidak
Warren	orang:nama-depan	2	tidak
Franka	orang:nama-depan	2	tidak
Yolanda	orang:nama-depan	2	tidak
Maharani	orang:nama-depan	2	ya
Bunga	orang:nama-depan	2	ya
Carol	orang:nama-depan	2	tidak
Felicitas	orang:nama-depan	2	tidak
France	orang:nama-depan	2	tidak
Eugenia	orang:nama-depan	2	tidak
Yunus	orang:nama-depan	2	tidak
Alida	orang:nama-depan	2	tidak
Jasmin	orang:nama-depan	2	tidak
Silvana	orang:nama-depan	2	tidak
Fernanda	orang:nama-depan	2	tidak
Margaret	orang:nama-depan	2	tidak
Nathalie	orang:nama-depan	2	tidak
Adeline	orang:nama-depan	2	tidak
Dianita	orang:nama-depan	2	tidak
Leyla	orang:nama-depan	2	tidak
Thesya	orang:nama-depan	2	tidak
Theresa	orang:nama-depan	2	tidak
Lulu	orang:nama-depan	2	tidak
Chaterine	orang:nama-depan	2	tidak
Jeanine	orang:nama-depan	2	tidak
Katrina	orang:nama-depan	2	tidak
Washington	orang:nama-depan	2	ya
Luana	orang:nama-depan	2	tidak
Hudi	orang:nama-depan	2	tidak
Matheus	orang:nama-depan	2	tidak
Shandi	orang:nama-depan	2	tidak
Josefina	orang:nama-depan	2	tidak
Guido	orang:nama-depan	2	tidak
Rino	orang:nama-depan	2	tidak
Feliks	orang:nama-depan	2	tidak
Yustin	orang:nama-depan	2	tidak
Anindya	orang:nama-depan	2	tidak
Rizka	orang:nama-depan	2	tidak
Az	orang:nama-depan	2	tidak
Nikolaus	orang:nama-depan	2	tidak
Mahendra	orang:nama-depan	2	tidak
Loise	orang:nama-depan	2	tidak
Raymond	orang:nama-depan	2	tidak
Aiko	orang:nama-depan	2	tidak
Purnama	orang:nama-depan	2	ya
Abrar	orang:nama-depan	2	ya
Zainab	orang:nama-depan	2	tidak
Nabil	orang:nama-depan	2	tidak
Zulkifli	orang:nama-depan	2	tidak
Savira	orang:nama-depan	2	tidak
Rahman	orang:nama-depan	2	ya
Husni	orang:nama-depan	2	tidak
Nurdin	orang:nama-depan	2	tidak
Hakim	orang:nama-depan	2	ya
Conradus	orang:nama-depan	2	tidak
Aurellia	orang:nama-depan	2	tidak
Sesilia	orang:nama-depan	2	tidak
Ivana	orang:nama-depan	2	tidak
Wulan	orang:nama-depan	2	ya
Kadek	orang:nama-depan	2	tidak
Danisa	orang:nama-depan	2	tidak
Esteria	orang:nama-depan	2	tidak
Aquino	orang:nama-depan	2	tidak
Mohd	orang:nama-depan	2	tidak
Naila	orang:nama-depan	2	tidak
Syukri	orang:nama-depan	2	tidak
Fuadi	orang:nama-depan	2	tidak
Abel	orang:nama-depan	2	tidak
Zaki	orang:nama-depan	2	tidak
Mega	orang:nama-depan	2	ya
