nama	kelas	n_pemakai	homograf_kbbi
Yoan	orang:nama-depan	1	tidak
Yohanna	orang:nama-depan	1	tidak
Zelda	orang:nama-depan	1	tidak
Zsa Zsa	orang:nama-depan	1	tidak
Zsazsa	orang:nama-depan	1	tidak
Zulkarnain	orang:nama-depan	1	tidak
Cindi	orang:nama-depan	1	tidak
Noella	orang:nama-depan	1	tidak
Noura	orang:nama-depan	1	tidak
Jeremias	orang:nama-depan	1	tidak
Oslan	orang:nama-depan	1	tidak
Ralph	orang:nama-depan	1	tidak
Raquel	orang:nama-depan	1	tidak
Francine	orang:nama-depan	1	tidak
Shankar	orang:nama-depan	1	tidak
Salem	orang:nama-depan	1	ya
Natalie	orang:nama-depan	1	tidak
Santi	orang:nama-depan	1	tidak
Subagyo	orang:nama-depan	1	tidak
Paulo	orang:nama-depan	1	tidak
Levi	orang:nama-depan	1	tidak
Melvin	orang:nama-depan	1	tidak
Lodewijk	orang:nama-depan	1	tidak
Reni	orang:nama-depan	1	tidak
Ebrahim	orang:nama-depan	1	tidak
Sílvio	orang:nama-depan	1	tidak
Errol	orang:nama-depan	1	tidak
Dolly	orang:nama-depan	1	tidak
Melvira	orang:nama-depan	1	tidak
Ridha	orang:nama-depan	1	tidak
Ihsandi	orang:nama-depan	1	tidak
Maretha	orang:nama-depan	1	tidak
Sinisuka	orang:nama-depan	1	tidak
Elfa	orang:nama-depan	1	tidak
Fira	orang:nama-depan	1	tidak
Arzia	orang:nama-depan	1	tidak
Oxavia	orang:nama-depan	1	tidak
Kris	orang:nama-depan	1	tidak
Fariz	orang:nama-depan	1	tidak
Naoko	orang:nama-depan	1	tidak
Kang	orang:nama-depan	1	ya
Maribeth	orang:nama-depan	1	tidak
Najwa	orang:nama-depan	1	tidak
Maia	orang:nama-depan	1	tidak
Abdur Razzaq	orang:nama-depan	1	tidak
Jelita	orang:nama-depan	1	ya
Alanda	orang:nama-depan	1	tidak
Anda	orang:nama-depan	1	ya
Marciano	orang:nama-depan	1	tidak
Gisella	orang:nama-depan	1	tidak
Mikko	orang:nama-depan	1	tidak
Inka	orang:nama-depan	1	tidak
Mitchell	orang:nama-depan	1	tidak
Moses	orang:nama-depan	1	tidak
Myra	orang:nama-depan	1	tidak
Afif	orang:nama-depan	1	tidak
Bertrand	orang:nama-depan	1	tidak
Manoj	orang:nama-depan	1	tidak
Jonatan	orang:nama-depan	1	tidak
Paramytha	orang:nama-depan	1	tidak
Rosyita	orang:nama-depan	1	tidak
Selvanus	orang:nama-depan	1	tidak
Rahel	orang:nama-depan	1	tidak
Sanjaya	orang:nama-depan	1	tidak
Faris	orang:nama-depan	1	tidak
Àbduh	orang:nama-depan	1	tidak
Masita	orang:nama-depan	1	tidak
Ishak	orang:nama-depan	1	tidak
Tatjana	orang:nama-depan	1	tidak
Elfin	orang:nama-depan	1	tidak
Liana	orang:nama-depan	1	ya
Estelita (given name)	orang:nama-depan	1	tidak
Paschalis	orang:nama-depan	1	tidak
Lafran	orang:nama-depan	1	tidak
Aleta	orang:nama-depan	1	tidak
Arlan	orang:nama-depan	1	tidak
Stefan	orang:nama-depan	1	tidak
Dominic	orang:nama-depan	1	tidak
Akli	orang:nama-depan	1	ya
Anderson	orang:nama-depan	1	tidak
Auguste	orang:nama-depan	1	tidak
Engel	orang:nama-depan	1	tidak
Tami	orang:nama-depan	1	tidak
Miyu	orang:nama-depan	1	tidak
Salih	orang:nama-depan	1	ya
Abdul Ghaffar	orang:nama-depan	1	tidak
Cipto	orang:nama-depan	1	tidak
Sandi	orang:nama-depan	1	ya
Desmond	orang:nama-depan	1	tidak
Ezra	orang:nama-depan	1	tidak
Faye	orang:nama-depan	1	tidak
Nichole	orang:nama-depan	1	tidak
Coralie	orang:nama-depan	1	tidak
Netty	orang:nama-depan	1	tidak
Senna	orang:nama-depan	1	tidak
Iza	orang:nama-depan	1	tidak
Jon	orang:nama-depan	1	tidak
Janet	orang:nama-depan	1	tidak
Margret	orang:nama-depan	1	tidak
Natasa	orang:nama-depan	1	tidak
Karolin	orang:nama-depan	1	tidak
Olive	orang:nama-depan	1	tidak
Marten	orang:nama-depan	1	tidak
Mirzani	orang:nama-depan	1	tidak
Abdurahman	orang:nama-depan	1	tidak
Aidan	orang:nama-depan	1	tidak
Aiman	orang:nama-depan	1	tidak
Alis	orang:nama-depan	1	ya
Alisia	orang:nama-depan	1	tidak
Arman	orang:nama-depan	1	tidak
Boas	orang:nama-depan	1	tidak
Paola	orang:nama-depan	1	tidak
Yoel	orang:nama-depan	1	tidak
Vinny	orang:nama-depan	1	tidak
Zain	orang:nama-depan	1	tidak
Bryant	orang:nama-depan	1	tidak
Bobi	orang:nama-depan	1	tidak
Mamadou	orang:nama-depan	1	tidak
Mahadewi	orang:nama-depan	1	ya
Dallas	orang:nama-depan	1	tidak
Isabella	orang:nama-depan	1	tidak
Hamish	orang:nama-depan	1	tidak
Krista	orang:nama-depan	1	ya
Lynda	orang:nama-depan	1	tidak
Ani	orang:nama-depan	1	ya
Arbi	orang:nama-depan	1	tidak
Meliana	orang:nama-depan	1	tidak
Cessy	orang:nama-depan	1	tidak
Ashraf	orang:nama-depan	1	tidak
Marie-Claire	orang:nama-depan	1	tidak
Barnabas	orang:nama-depan	1	tidak
Beatrice	orang:nama-depan	1	tidak
Besar	orang:nama-depan	1	ya
Bio	orang:nama-depan	1	tidak
Joni	orang:nama-depan	1	tidak
Boaz	orang:nama-depan	1	tidak
Boni	orang:nama-depan	1	tidak
Kamidia	orang:nama-depan	1	tidak
Camelia	orang:nama-depan	1	tidak
Chairul	orang:nama-depan	1	tidak
Virgiawan	orang:nama-depan	1	tidak
Cinta	orang:nama-depan	1	ya
Cornelius	orang:nama-depan	1	tidak
Danil	orang:nama-depan	1	tidak
Greg	orang:nama-depan	1	tidak
Nino	orang:nama-depan	1	tidak
Deny	orang:nama-depan	1	tidak
Sherina	orang:nama-depan	1	tidak
Nike	orang:nama-depan	1	tidak
Immanuel	orang:nama-depan	1	tidak
Elma	orang:nama-depan	1	tidak
Evita	orang:nama-depan	1	tidak
Malvino	orang:nama-depan	1	tidak
Faruk	orang:nama-depan	1	tidak
François-Xavier	orang:nama-depan	1	tidak
Santa	orang:nama-depan	1	ya
Yohana	orang:nama-depan	1	tidak
Firman	orang:nama-depan	1	ya
Ruselli	orang:nama-depan	1	tidak
Hilmar	orang:nama-depan	1	tidak
Cisita	orang:nama-depan	1	tidak
Joity	orang:nama-depan	1	tidak
Millicent	orang:nama-depan	1	tidak
Kamala	orang:nama-depan	1	tidak
Juana	orang:nama-depan	1	tidak
Hok	orang:nama-depan	1	tidak
Hoei	orang:nama-depan	1	tidak
Jeffrey	orang:nama-depan	1	tidak
Augustin	orang:nama-depan	1	tidak
Deni	orang:nama-depan	1	tidak
Lionel	orang:nama-depan	1	tidak
Ignas	orang:nama-depan	1	tidak
Reymond	orang:nama-depan	1	tidak
Tim	orang:nama-depan	1	ya
Nikki	orang:nama-depan	1	tidak
Simson	orang:nama-depan	1	tidak
Natashia	orang:nama-depan	1	tidak
Risa	orang:nama-depan	1	ya
Sekar	orang:nama-depan	1	ya
Shireen	orang:nama-depan	1	tidak
Mikha	orang:nama-depan	1	tidak
Maudy	orang:nama-depan	1	tidak
Sigi	orang:nama-depan	1	ya
Stefani	orang:nama-depan	1	tidak
Silvester	orang:nama-depan	1	tidak
Tarik	orang:nama-depan	1	ya
Ted	orang:nama-depan	1	tidak
Titus	orang:nama-depan	1	tidak
Wim	orang:nama-depan	1	tidak
Wénzhèng	orang:nama-depan	1	tidak
Enoch	orang:nama-depan	1	tidak
Yana	orang:nama-depan	1	tidak
Andrias	orang:nama-depan	1	tidak
Berto	orang:nama-depan	1	tidak
Elaine	orang:nama-depan	1	tidak
Fabian	orang:nama-depan	1	tidak
Harsha	orang:nama-depan	1	tidak
Simone	orang:nama-depan	1	tidak
Baron	orang:nama-depan	1	ya
Mien	orang:nama-depan	1	tidak
Silvano	orang:nama-depan	1	tidak
Frederick	orang:nama-depan	1	tidak
Rain	orang:nama-depan	1	tidak
Krizia	orang:nama-depan	1	tidak
Dinar	orang:nama-depan	1	ya
Gregoria	orang:nama-depan	1	tidak
François	orang:nama-depan	1	tidak
Mina	orang:nama-depan	1	ya
Viviane	orang:nama-depan	1	tidak
Trisa	orang:nama-depan	1	tidak
Klemens	orang:nama-depan	1	tidak
Bonnie	orang:nama-depan	1	tidak
Olly	orang:nama-depan	1	tidak
Danilla	orang:nama-depan	1	tidak
Clay	orang:nama-depan	1	tidak
Kathy	orang:nama-depan	1	tidak
Aladin	orang:nama-depan	1	tidak
Hildi	orang:nama-depan	1	tidak
Kornelia	orang:nama-depan	1	tidak
Setyaldi	orang:nama-depan	1	tidak
Marko	orang:nama-depan	1	tidak
Gianluigi	orang:nama-depan	1	tidak
Lois	orang:nama-depan	1	tidak
Dera	orang:nama-depan	1	ya
Megan	orang:nama-depan	1	ya
Georgina	orang:nama-depan	1	tidak
Alverino	orang:nama-depan	1	tidak
Gian	orang:nama-depan	1	tidak
Vega	orang:nama-depan	1	tidak
Vio	orang:nama-depan	1	tidak
http://www.wikidata.org/.well-known/genid/0bb93aca38a75974e547aea7046393e7	orang:nama-depan	1	tidak
http://www.wikidata.org/.well-known/genid/7c4c207982713e4e4dc7b82d49e0257d	orang:nama-depan	1	tidak
Achintya	orang:nama-depan	1	tidak
Gono	orang:nama-depan	1	tidak
Ayman	orang:nama-depan	1	tidak
Luther	orang:nama-depan	1	tidak
Yulian	orang:nama-depan	1	tidak
Lyanny	orang:nama-depan	1	tidak
Robi	orang:nama-depan	1	tidak
Shawn	orang:nama-depan	1	tidak
Hermina	orang:nama-depan	1	tidak
Tara	orang:nama-depan	1	ya
Jodhi	orang:nama-depan	1	tidak
Boris	orang:nama-depan	1	tidak
Nicola	orang:nama-depan	1	tidak
Peni	orang:nama-depan	1	ya
Yakov	orang:nama-depan	1	tidak
Kanty	orang:nama-depan	1	tidak
Fadia	orang:nama-depan	1	tidak
Ariana	orang:nama-depan	1	tidak
Rehan	orang:nama-depan	1	tidak
Naufal	orang:nama-depan	1	tidak
Jaëll	orang:nama-depan	1	tidak
Ragnar	orang:nama-depan	1	tidak
Rene	orang:nama-depan	1	tidak
Masaji	orang:nama-depan	1	tidak
Giulio	orang:nama-depan	1	tidak
Hajar	orang:nama-depan	1	ya
Damayanti	orang:nama-depan	1	tidak
Ole	orang:nama-depan	1	tidak
Pere	orang:nama-depan	1	ya
Suharso	orang:nama-depan	1	tidak
Igor	orang:nama-depan	1	tidak
Indrawati	orang:nama-depan	1	tidak
Judith	orang:nama-depan	1	tidak
Antoine	orang:nama-depan	1	tidak
Shakila	orang:nama-depan	1	tidak
Sindy	orang:nama-depan	1	tidak
Barbara	orang:nama-depan	1	tidak
Zita	orang:nama-depan	1	tidak
Beatrix	orang:nama-depan	1	tidak
Ledia	orang:nama-depan	1	tidak
Annette	orang:nama-depan	1	tidak
Gerrit	orang:nama-depan	1	tidak
Sasha	orang:nama-depan	1	tidak
Marques	orang:nama-depan	1	tidak
http://www.wikidata.org/.well-known/genid/da73d2e94d9506036c710ecb65c6007b	orang:nama-depan	1	tidak
Tjoen Ing	orang:nama-depan	1	tidak
Gianluca	orang:nama-depan	1	tidak
Neil	orang:nama-depan	1	tidak
Zoya	orang:nama-depan	1	tidak
La	orang:nama-depan	1	ya
Eve	orang:nama-depan	1	tidak
Fridolin	orang:nama-depan	1	tidak
Tedi	orang:nama-depan	1	tidak
Inoki	orang:nama-depan	1	tidak
Theopilus	orang:nama-depan	1	tidak
Haryo	orang:nama-depan	1	tidak
Mychelle	orang:nama-depan	1	tidak
Crhystine	orang:nama-depan	1	tidak
Yulfira	orang:nama-depan	1	tidak
Marsheilla	orang:nama-depan	1	tidak
Gischa	orang:nama-depan	1	tidak
Rahmadhani	orang:nama-depan	1	tidak
Nisak	orang:nama-depan	1	tidak
Merisa	orang:nama-depan	1	tidak
Asty	orang:nama-depan	1	tidak
Lelyana	orang:nama-depan	1	tidak
Weng Ching	orang:nama-depan	1	tidak
Mei Hwa	orang:nama-depan	1	tidak
Ninik	orang:nama-depan	1	ya
Rusydina	orang:nama-depan	1	tidak
Kenas	orang:nama-depan	1	ya
Kiok Nio	orang:nama-depan	1	tidak
Lin Nio	orang:nama-depan	1	tidak
Hong Nio	orang:nama-depan	1	tidak
Rosnida	orang:nama-depan	1	tidak
Yehezkiel	orang:nama-depan	1	tidak
Tjiang Beng	orang:nama-depan	1	tidak
Luisa	orang:nama-depan	1	tidak
Aman	orang:nama-depan	1	ya
Denis	orang:nama-depan	1	tidak
Nonong	orang:nama-depan	1	ya
Reony	orang:nama-depan	1	tidak
Renny	orang:nama-depan	1	tidak
Conni	orang:nama-depan	1	tidak
Romanus	orang:nama-depan	1	tidak
Tomy	orang:nama-depan	1	tidak
Daniella	orang:nama-depan	1	tidak
Florensia	orang:nama-depan	1	tidak
Setyana	orang:nama-depan	1	tidak
Aurélien	orang:nama-depan	1	tidak
Roslin	orang:nama-depan	1	tidak
Jauza	orang:nama-depan	1	ya
Fadhila	orang:nama-depan	1	tidak
Apriyani	orang:nama-depan	1	tidak
Elora	orang:nama-depan	1	tidak
Jamarr	orang:nama-depan	1	tidak
Ivanka	orang:nama-depan	1	tidak
Priscillia	orang:nama-depan	1	tidak
Safira	orang:nama-depan	1	tidak
Anggie	orang:nama-depan	1	tidak
Shani	orang:nama-depan	1	tidak
Zakia	orang:nama-depan	1	tidak
Mulyana	orang:nama-depan	1	tidak
Angeline	orang:nama-depan	1	tidak
Upi	orang:nama-depan	1	tidak
Hermono	orang:nama-depan	1	tidak
Ninna	orang:nama-depan	1	tidak
Kok Kiong	orang:nama-depan	1	tidak
Vidre	orang:nama-depan	1	tidak
Santoso	orang:nama-depan	1	tidak
Rossy	orang:nama-depan	1	tidak
Sukma	orang:nama-depan	1	ya
Rangga	orang:nama-depan	1	ya
Yave	orang:nama-depan	1	tidak
Seiko	orang:nama-depan	1	tidak
Mega	orang:nama-depan	1	ya
Richa	orang:nama-depan	1	tidak
Enzi	orang:nama-depan	1	tidak
Hantoro	orang:nama-depan	1	tidak
Clinton	orang:nama-depan	1	tidak
Yantoni	orang:nama-depan	1	tidak
Frengky	orang:nama-depan	1	tidak
Sabar	orang:nama-depan	1	ya
Nimas	orang:nama-depan	1	tidak
Wen Wayne	orang:nama-depan	1	tidak
Émilie	orang:nama-depan	1	tidak
Chico	orang:nama-depan	1	tidak
C.	orang:nama-depan	1	tidak
Wandry	orang:nama-depan	1	tidak
Sartono	orang:nama-depan	1	tidak
Andika	orang:nama-depan	1	ya
Fachryza	orang:nama-depan	1	tidak
Fendy	orang:nama-depan	1	tidak
Rinov	orang:nama-depan	1	tidak
Suprobo	orang:nama-depan	1	tidak
Arianti	orang:nama-depan	1	tidak
Willani	orang:nama-depan	1	tidak
Cun Cun	orang:nama-depan	1	tidak
Jefry	orang:nama-depan	1	tidak
Mitzi	orang:nama-depan	1	tidak
Renaldi	orang:nama-depan	1	tidak
Hediana	orang:nama-depan	1	tidak
Virni	orang:nama-depan	1	tidak
Yosephine	orang:nama-depan	1	tidak
Febriana	orang:nama-depan	1	tidak
Dwipuji	orang:nama-depan	1	tidak
Erich	orang:nama-depan	1	tidak
Choirunnisa	orang:nama-depan	1	tidak
Yoshua	orang:nama-depan	1	tidak
Ghifari	orang:nama-depan	1	tidak
Anandaffa	orang:nama-depan	1	tidak
Alberto	orang:nama-depan	1	tidak
Nita	orang:nama-depan	1	tidak
Violina	orang:nama-depan	1	tidak
Rolly	orang:nama-depan	1	tidak
Yasnita	orang:nama-depan	1	tidak
Enggira	orang:nama-depan	1	tidak
Joao	orang:nama-depan	1	tidak
Armindo	orang:nama-depan	1	tidak
Asad	orang:nama-depan	1	ya
Ratri	orang:nama-depan	1	tidak
Leani	orang:nama-depan	1	tidak
Alberth	orang:nama-depan	1	tidak
Mudatsir	orang:nama-depan	1	tidak
Todd	orang:nama-depan	1	tidak
Lena	orang:nama-depan	1	ya
Wie Hong	orang:nama-depan	1	tidak
Olich	orang:nama-depan	1	tidak
Puryanto	orang:nama-depan	1	tidak
Simbarsono	orang:nama-depan	1	tidak
Suganyanto	orang:nama-depan	1	tidak
Hian Sioe	orang:nama-depan	1	tidak
Sioe Kiem	orang:nama-depan	1	tidak
Alfandy	orang:nama-depan	1	tidak
Angger	orang:nama-depan	1	tidak
Anggi	orang:nama-depan	1	tidak
Ayat	orang:nama-depan	1	ya
Davin	orang:nama-depan	1	tidak
Augustia	orang:nama-depan	1	tidak
Desandha	orang:nama-depan	1	tidak
Vegarani	orang:nama-depan	1	tidak
Djaliteng	orang:nama-depan	1	tidak
Randhy	orang:nama-depan	1	tidak
Erlina	orang:nama-depan	1	tidak
Eska	orang:nama-depan	1	tidak
Dwijayanti	orang:nama-depan	1	tidak
Asuro	orang:nama-depan	1	tidak
Khay Houw	orang:nama-depan	1	tidak
Ganis	orang:nama-depan	1	tidak
Atmaja	orang:nama-depan	1	tidak
Sawsan	orang:nama-depan	1	tidak
Soen Lok	orang:nama-depan	1	tidak
Herly	orang:nama-depan	1	tidak
Inten	orang:nama-depan	1	tidak
Jeka	orang:nama-depan	1	tidak
Maziyyah	orang:nama-depan	1	tidak
Nandang	orang:nama-depan	1	tidak
Tjiauw Tjiang	orang:nama-depan	1	tidak
Rio	orang:nama-depan	1	tidak
Samantha	orang:nama-depan	1	tidak
Jelang	orang:nama-depan	1	ya
Yok Sin	orang:nama-depan	1	tidak
Koen Eng	orang:nama-depan	1	tidak
Yu Wan	orang:nama-depan	1	tidak
Siam Tie	orang:nama-depan	1	tidak
Uswatun	orang:nama-depan	1	tidak
Wiwis	orang:nama-depan	1	tidak
Yayu	orang:nama-depan	1	ya
Cinthia	orang:nama-depan	1	tidak
Andres	orang:nama-depan	1	tidak
Syabda	orang:nama-depan	1	tidak
Dwiki	orang:nama-depan	1	tidak
Rafian	orang:nama-depan	1	tidak
Anggia	orang:nama-depan	1	tidak
Shitta	orang:nama-depan	1	tidak
Verawaty	orang:nama-depan	1	tidak
Lili	orang:nama-depan	1	ya
Markis	orang:nama-depan	1	ya
Kamal	orang:nama-depan	1	ya
Roger	orang:nama-depan	1	tidak
Zora	orang:nama-depan	1	tidak
Chantal	orang:nama-depan	1	tidak
Asha	orang:nama-depan	1	tidak
Amina	orang:nama-depan	1	ya
Gretha	orang:nama-depan	1	tidak
Gwen	orang:nama-depan	1	tidak
Hasyim	orang:nama-depan	1	tidak
Hein	orang:nama-depan	1	tidak
Helsi	orang:nama-depan	1	tidak
Henk	orang:nama-depan	1	tidak
Yoriko	orang:nama-depan	1	tidak
Mehdi	orang:nama-depan	1	tidak
Soendjoto	orang:nama-depan	1	tidak
Oza	orang:nama-depan	1	tidak
Evie	orang:nama-depan	1	tidak
Fergina	orang:nama-depan	1	tidak
Resky	orang:nama-depan	1	tidak
Aurum	orang:nama-depan	1	ya
Amri	orang:nama-depan	1	tidak
Aubry	orang:nama-depan	1	tidak
Jay	orang:nama-depan	1	tidak
Fadli	orang:nama-depan	1	tidak
Gustaaf	orang:nama-depan	1	tidak
Nafisa	orang:nama-depan	1	tidak
Winny	orang:nama-depan	1	tidak
Oktavina	orang:nama-depan	1	tidak
Pramudya	orang:nama-depan	1	tidak
Ewaldus	orang:nama-depan	1	tidak
Dallen	orang:nama-depan	1	tidak
Pitha	orang:nama-depan	1	tidak
Haningtyas	orang:nama-depan	1	tidak
Zed	orang:nama-depan	1	tidak
Amani	orang:nama-depan	1	tidak
Maarten	orang:nama-depan	1	tidak
Lambert	orang:nama-depan	1	ya
Sales	orang:nama-depan	1	tidak
Ifan	orang:nama-depan	1	tidak
Marion	orang:nama-depan	1	tidak
Matteo	orang:nama-depan	1	tidak
Jose	orang:nama-depan	1	tidak
Kenny	orang:nama-depan	1	tidak
Sharifah	orang:nama-depan	1	tidak
Timotheus	orang:nama-depan	1	tidak
Cornelio	orang:nama-depan	1	tidak
Benedictus	orang:nama-depan	1	tidak
Brianna	orang:nama-depan	1	tidak
Delfi	orang:nama-depan	1	tidak
Erwan	orang:nama-depan	1	tidak
Aurel	orang:nama-depan	1	tidak
Aziz	orang:nama-depan	1	ya
Rosy	orang:nama-depan	1	tidak
Ronne	orang:nama-depan	1	tidak
Maykel	orang:nama-depan	1	tidak
Kho	orang:nama-depan	1	tidak
Henrikho	orang:nama-depan	1	tidak
Ai Ling	orang:nama-depan	1	tidak
Mahbub	orang:nama-depan	1	ya
Thomi	orang:nama-depan	1	tidak
Meisy	orang:nama-depan	1	tidak
Febriyan	orang:nama-depan	1	tidak
Adriani	orang:nama-depan	1	tidak
Ridho	orang:nama-depan	1	tidak
Imma	orang:nama-depan	1	tidak
Mutiah	orang:nama-depan	1	tidak
Sholuhuddin	orang:nama-depan	1	tidak
Wahid	orang:nama-depan	1	ya
Tike	orang:nama-depan	1	ya
Arieda	orang:nama-depan	1	tidak
Riyo	orang:nama-depan	1	tidak
Rohmat	orang:nama-depan	1	ya
Freya	orang:nama-depan	1	tidak
Liane	orang:nama-depan	1	tidak
Rayssa	orang:nama-depan	1	tidak
Asmara	orang:nama-depan	1	ya
Ata	orang:nama-depan	1	tidak
Inayah	orang:nama-depan	1	tidak
Metya	orang:nama-depan	1	tidak
Abdulkadir	orang:nama-depan	1	tidak
Inge	orang:nama-depan	1	tidak
Adriano	orang:nama-depan	1	tidak
Alexis	orang:nama-depan	1	tidak
Jolene	orang:nama-depan	1	tidak
Devina	orang:nama-depan	1	tidak
Cisca	orang:nama-depan	1	tidak
Shohibul	orang:nama-depan	1	tidak
Rein	orang:nama-depan	1	tidak
Lorena	orang:nama-depan	1	tidak
Liz	orang:nama-depan	1	tidak
Maisha	orang:nama-depan	1	tidak
Toto	orang:nama-depan	1	tidak
Christoffel	orang:nama-depan	1	tidak
Kessya	orang:nama-depan	1	tidak
Hariawan	orang:nama-depan	1	tidak
Gustin	orang:nama-depan	1	tidak
Julio	orang:nama-depan	1	tidak
Nadin	orang:nama-depan	1	tidak
Alfia	orang:nama-depan	1	tidak
Amrullah	orang:nama-depan	1	tidak
Ziva	orang:nama-depan	1	tidak
Walter	orang:nama-depan	1	tidak
Isabelle	orang:nama-depan	1	tidak
Hızır	orang:nama-depan	1	tidak
Celina	orang:nama-depan	1	tidak
Yi	orang:nama-depan	1	tidak
Hin	orang:nama-depan	1	tidak
Ron	orang:nama-depan	1	tidak
Eliano	orang:nama-depan	1	tidak
Tracy	orang:nama-depan	1	tidak
Dávid	orang:nama-depan	1	tidak
Xue	orang:nama-depan	1	tidak
Liang	orang:nama-depan	1	ya
Nurani	orang:nama-depan	1	ya
Siradj	orang:nama-depan	1	tidak
Mimma	orang:nama-depan	1	tidak
Nathan	orang:nama-depan	1	tidak
Ronaldo	orang:nama-depan	1	tidak
Togu	orang:nama-depan	1	tidak
Dante	orang:nama-depan	1	tidak
http://www.wikidata.org/.well-known/genid/53c74a8ac2cf0ed7604da6acf279ccce	orang:nama-depan	1	tidak
Janny	orang:nama-depan	1	tidak
Azizah	orang:nama-depan	1	tidak
Lani	orang:nama-depan	1	tidak
Drajat	orang:nama-depan	1	tidak
Jesita	orang:nama-depan	1	tidak
Reinard	orang:nama-depan	1	tidak
Sinta	orang:nama-depan	1	tidak
Arum	orang:nama-depan	1	tidak
Syahrozi	orang:nama-depan	1	tidak
Syahrizal	orang:nama-depan	1	tidak
Karono	orang:nama-depan	1	tidak
Puri	orang:nama-depan	1	ya
Iyan	orang:nama-depan	1	tidak
Enroe	orang:nama-depan	1	tidak
Cleosa	orang:nama-depan	1	tidak
Gufran	orang:nama-depan	1	tidak
Suryo	orang:nama-depan	1	tidak
Khalimatus	orang:nama-depan	1	tidak
Karisma	orang:nama-depan	1	ya
Ukun	orang:nama-depan	1	tidak
Cyrus	orang:nama-depan	1	tidak
Lindy	orang:nama-depan	1	tidak
Nurumi	orang:nama-depan	1	tidak
Nandini	orang:nama-depan	1	tidak
Irving	orang:nama-depan	1	tidak
Gazali	orang:nama-depan	1	tidak
Artur	orang:nama-depan	1	tidak
Natanael	orang:nama-depan	1	tidak
Corona	orang:nama-depan	1	tidak
Safitri	orang:nama-depan	1	tidak
Heriansyah	orang:nama-depan	1	tidak
Rainy	orang:nama-depan	1	tidak
Sufardi	orang:nama-depan	1	tidak
Yusni	orang:nama-depan	1	tidak
Heru	orang:nama-depan	1	tidak
Fahlevi	orang:nama-depan	1	tidak
Mirna	orang:nama-depan	1	tidak
Indriani	orang:nama-depan	1	tidak
Vitus	orang:nama-depan	1	tidak
Ace	orang:nama-depan	1	tidak
Ramondo	orang:nama-depan	1	tidak
Azmeri	orang:nama-depan	1	tidak
Munadi	orang:nama-depan	1	tidak
Arnia	orang:nama-depan	1	tidak
Salmon	orang:nama-depan	1	ya
Katherine	orang:nama-depan	1	tidak
Ervina	orang:nama-depan	1	tidak
Trifena	orang:nama-depan	1	tidak
Kristiana	orang:nama-depan	1	tidak
Zoe	orang:nama-depan	1	tidak
Leon	orang:nama-depan	1	tidak
Renald	orang:nama-depan	1	tidak
Renatta	orang:nama-depan	1	tidak
Dewantoro	orang:nama-depan	1	tidak
Amal	orang:nama-depan	1	ya
Ghaida	orang:nama-depan	1	tidak
Ary	orang:nama-depan	1	tidak
Engga	orang:nama-depan	1	tidak
Hudiono	orang:nama-depan	1	tidak
Koen Liong	orang:nama-depan	1	tidak
Liem Hwa	orang:nama-depan	1	tidak
Ing Nio	orang:nama-depan	1	tidak
Muthia	orang:nama-depan	1	tidak
Anida	orang:nama-depan	1	tidak
Tjie Sing	orang:nama-depan	1	tidak
Pupin	orang:nama-depan	1	tidak
King Gie	orang:nama-depan	1	tidak
Subakti	orang:nama-depan	1	tidak
Wiempie	orang:nama-depan	1	tidak
Gatjra	orang:nama-depan	1	tidak
Piliang	orang:nama-depan	1	tidak
Fiqilahi	orang:nama-depan	1	tidak
Kaizar	orang:nama-depan	1	tidak
Ernestan	orang:nama-depan	1	tidak
Hafid	orang:nama-depan	1	tidak
Fitria	orang:nama-depan	1	tidak
Jericho	orang:nama-depan	1	tidak
Mahardika	orang:nama-depan	1	ya
Titon	orang:nama-depan	1	tidak
Priska	orang:nama-depan	1	tidak
Lo	orang:nama-depan	1	ya
Tegar	orang:nama-depan	1	ya
Dheva	orang:nama-depan	1	tidak
Sabaruddin	orang:nama-depan	1	tidak
Carla	orang:nama-depan	1	tidak
Carma	orang:nama-depan	1	tidak
Andrik	orang:nama-depan	1	tidak
Isaac	orang:nama-depan	1	tidak
Jopie	orang:nama-depan	1	tidak
Armin	orang:nama-depan	1	tidak
Moira	orang:nama-depan	1	tidak
Naya	orang:nama-depan	1	tidak
Samsul	orang:nama-depan	1	tidak
Salmantyo	orang:nama-depan	1	tidak
Enrico	orang:nama-depan	1	tidak
Shephard	orang:nama-depan	1	tidak
Gottfried	orang:nama-depan	1	tidak
Raha	orang:nama-depan	1	tidak
Roberth	orang:nama-depan	1	tidak
Augustine	orang:nama-depan	1	tidak
Ciara	orang:nama-depan	1	tidak
Azriel	orang:nama-depan	1	tidak
Eusebio	orang:nama-depan	1	tidak
Shanna	orang:nama-depan	1	tidak
Fathia	orang:nama-depan	1	tidak
Deliana	orang:nama-depan	1	tidak
Irawati	orang:nama-depan	1	tidak
Lyodra	orang:nama-depan	1	tidak
Teges	orang:nama-depan	1	tidak
Satriaji	orang:nama-depan	1	tidak
Cahyo	orang:nama-depan	1	tidak
Venus	orang:nama-depan	1	ya
Hannah	orang:nama-depan	1	tidak
Reiner	orang:nama-depan	1	tidak
Jalina	orang:nama-depan	1	tidak
Christiana	orang:nama-depan	1	tidak
Mees	orang:nama-depan	1	tidak
Eli	orang:nama-depan	1	tidak
Kimo	orang:nama-depan	1	ya
